Data_ID,Year,Month,Utility_Number,Name,State,Ownership,Status,RES_Rev,RES_Sal,RES_Cus,COM_Rev,COM_Sal,COM_Cus,IND_Rev,IND_Sal,IND_Cus,TRAN_Rev,TRAN_Sal,TRAN_Cus,TOT_Rev,TOT_Sal,TOT_Cus
5541,2018,8,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,Final,"73,365.525","690,389.323","496,025","51,618.410","570,548.367","94,249","50,015.945","868,777.349","1,490",0.000,0.000,0,"175,000","2,129,715","591,764"
5542,2018,8,11118,Lockhart Power Co,SC,Investor Owned,Final,875.414,"6,434.479","4,892",231.003,"1,689.090","1,254",705.351,"10,756.920",10,0.000,0.000,0,"1,812","18,880","6,156"
5543,2018,8,14398,Palmetto Electric Coop Inc,SC,Cooperative,Final,"11,528.241","100,400.869","61,924","5,182.840","47,930.504","11,151",905.275,"10,920.394",31,0.000,0.000,0,"17,616","159,252","73,106"
5544,2018,8,17539,"Dominion Energy South Carolina, Inc",SC,Investor Owned,Final,"41,192.000","852,797.000","628,833","37,304.000","815,378.000","101,069","14,777.000","587,918.000",785,0.000,0.000,0,"93,273","2,256,093","730,687"
5545,2018,8,17543,South Carolina Public Service Authority,SC,State,Final,"25,240.542","197,070.519","154,179","22,601.034","220,868.526","30,348","22,998.125","407,677.736",29,0.000,0.000,0,"70,840","825,617","184,556"
5546,2018,8,59624,"Vivint Solar, Inc.",SC,Behind the Meter,Final,99.422,881.582,886,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,99,882,886
5547,2018,8,59647,Sunrun Inc.,SC,Behind the Meter,Final,717.491,"6,487.007","5,743",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,717,"6,487","5,743"
5548,2018,8,61823,"Greenskies Renewable Energy, LLC",SC,,Final,0.000,0.000,0,28.300,412.300,1,0.000,0.000,0,0.000,0.000,0,28,412,1
5549,2018,8,88888,Total EPM,SC,,Final,"334,838.841","3,232,806.889","2,299,265","180,225.684","2,231,893.194","378,033","139,627.716","2,622,435.859","4,630",0.000,0.000,0,"654,692","8,087,136","2,681,928"
5550,2018,8,0,Adjustment 2018,SD,,Final,"12,532.224","98,941.653","85,593","7,747.533","73,819.598","13,017","3,915.271","42,867.026","2,173",0.000,0.000,0,"24,195","215,628","100,783"
5551,2018,8,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,Final,"1,154.106","6,553.897","8,623",391.651,"2,909.845","1,251",62.558,528.941,86,0.000,0.000,0,"1,608","9,993","9,960"
5552,2018,8,2285,City of Brookings - (SD),SD,Municipal,Final,940.000,"8,344.000","9,542",394.000,"3,416.000","1,426","1,455.000","17,824.000",171,0.000,0.000,0,"2,789","29,584","11,139"
5553,2018,8,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,Final,988.095,"7,123.280","6,387",245.981,"2,154.665",643,"1,659.237","19,888.861",169,0.000,0.000,0,"2,893","29,167","7,199"
5554,2018,8,11475,City of Madison - (SD),SD,Municipal,Final,352.000,"2,917.000","2,870",287.000,"3,148.000",422,257.000,"2,878.000",40,0.000,0.000,0,896,"8,943","3,332"
5555,2018,8,12199,Montana-Dakota Utilities Co,SD,Investor Owned,Final,717.000,"6,080.000","6,505",614.000,"5,981.000","2,058",50.000,616.000,8,0.000,0.000,0,"1,381","12,677","8,571"
5556,2018,8,12341,MidAmerican Energy Co,SD,Investor Owned,Final,498.478,"4,694.851","4,114",445.428,"4,627.255",940,795.051,"12,267.882",21,0.000,0.000,0,"1,739","21,590","5,075"
5557,2018,8,13337,Nebraska Public Power District,SD,Political Subdivision,Final,135.454,"1,094.434","1,091",139.702,"1,768.515",231,0.000,0.000,0,0.000,0.000,0,275,"2,863","1,322"
5558,2018,8,13750,"Northern Electric Coop, Inc",SD,Cooperative,Final,954.565,"7,333.956","5,435",406.428,"4,072.478",813,891.418,"11,498.327",238,0.000,0.000,0,"2,252","22,905","6,486"
5559,2018,8,13781,Northern States Power Co - Minnesota,SD,Investor Owned,Final,"11,864.692","87,303.267","82,332","11,971.450","104,876.882","12,196","3,373.222","36,324.710",24,0.000,0.000,0,"27,209","228,505","94,552"
5560,2018,8,13809,NorthWestern Energy - (SD),SD,Investor Owned,Final,"5,841.000","51,895.000","50,534","6,823.000","67,560.000","13,133","2,021.000","29,108.000",60,0.000,0.000,0,"14,685","148,563","63,727"
5561,2018,8,14232,Otter Tail Power Co,SD,Investor Owned,Final,837.349,"8,500.875","8,834","1,943.708","27,299.970","2,807",0.000,0.000,0,0.000,0.000,0,"2,781","35,801","11,641"
5562,2018,8,15040,City of Pierre - (SD),SD,Municipal,Final,687.517,"6,390.942","6,165",229.474,"2,387.590","1,024",573.258,"7,507.163",164,0.000,0.000,0,"1,490","16,286","7,353"
5563,2018,8,16286,Rosebud Electric Coop Inc,SD,Cooperative,Final,494.000,"4,561.000","4,715",159.000,"1,686.000",754,12.000,131.000,34,0.000,0.000,0,665,"6,378","5,503"
5564,2018,8,17267,Sioux Valley SW Elec Coop,SD,Cooperative,Final,"2,957.167","25,708.330","19,149",483.975,"3,680.940","2,077","2,434.307","31,318.185",468,0.000,0.000,0,"5,875","60,707","21,694"
5565,2018,8,19293,Southeastern Electric Coop Inc - (SD),SD,Cooperative,Final,"2,222.821","18,963.437","15,763","1,227.296","13,104.015","2,073","1,946.465","25,113.951",260,0.000,0.000,0,"5,397","57,181","18,096"
5566,2018,8,19545,"Black Hills Power, Inc. d/b/a",SD,Investor Owned,Final,"5,854.473","41,014.000","56,989","8,666.041","71,776.000","13,370","1,055.687","12,681.000",5,0.000,0.000,0,"15,576","125,471","70,364"
5567,2018,8,19896,City of Volga - (SD),SD,Municipal,Final,125.378,"1,040.888",976,13.103,103.291,124,303.889,"3,711.379",34,0.000,0.000,0,442,"4,856","1,134"
5568,2018,8,20187,Watertown Municipal Utilities,SD,Municipal,Final,976.000,"10,925.000","10,512","1,030.000","11,942.000","2,413",864.000,"11,224.000",99,0.000,0.000,0,"2,870","34,091","13,024"
5569,2018,8,20401,West River Electric Assn Inc,SD,Cooperative,Final,"1,972.531","13,525.785","15,309","1,167.257","8,976.796","1,925",363.795,"3,532.885",19,0.000,0.000,0,"3,504","26,035","17,253"
5570,2018,8,27000,WAPA-- Western Area Power Administration,SD,Federal,Final,0.000,0.000,0,746.684,"31,881.562",19,9.143,"1,086.139",5,0.000,0.000,0,756,"32,968",24
5571,2018,8,88888,Total EPM,SD,,Final,"52,104.850","412,911.595","401,438","45,132.711","447,172.402","72,716","22,042.301","270,107.449","4,078",0.000,0.000,0,"119,280","1,130,191","478,232"
5572,2018,8,0,Adjustment 2018,TN,,Final,"150,224.459","1,337,368.846","892,470","113,823.647","1,010,165.066","199,448","38,583.843","633,538.705",380,0.000,0.000,0,"302,632","2,981,073","1,092,298"
5573,2018,8,727,Appalachian Electric Coop,TN,Cooperative,Final,"6,328.000","54,328.000","40,206","2,762.000","24,275.000","6,661",357.000,"6,039.000",5,0.000,0.000,0,"9,447","84,642","46,872"
5574,2018,8,814,Entergy Arkansas LLC,TN,Investor Owned,Final,0.097,1.005,1,0.154,1.462,3,0.084,0.432,3,0.000,0.000,0,0,3,7
5575,2018,8,2247,City of Bristol - (TN),TN,Municipal,Final,"3,633.000","35,937.000","29,008","3,331.000","30,657.000","4,735",704.000,"10,988.000",9,0.000,0.000,0,"7,668","77,582","33,752"
5576,2018,8,3408,City of Chattanooga - (TN),TN,Municipal,Final,"22,528.000","209,056.000","149,761","22,962.000","225,818.000","23,775","6,464.000","99,885.000",61,0.000,0.000,0,"51,954","534,759","173,597"
5577,2018,8,3704,City of Clarksville - (TN),TN,Municipal,Final,"9,547.000","85,577.000","63,184","6,259.000","57,926.000","8,360",554.000,"8,065.000",4,0.000,0.000,0,"16,360","151,568","71,548"
5578,2018,8,3758,City of Cleveland - (TN),TN,Municipal,Final,"4,112.000","35,688.000","27,212","4,141.000","39,441.000","4,658","1,613.000","25,889.000",17,0.000,0.000,0,"9,866","101,018","31,887"
5579,2018,8,3812,City of Clinton - (TN),TN,Municipal,Final,"3,861.000","33,117.000","25,408","2,042.000","17,687.000","4,540","1,432.000","23,090.000",11,0.000,0.000,0,"7,335","73,894","29,959"
5580,2018,8,4624,Cumberland Elec Member Corp,TN,Cooperative,Final,"16,368.000","142,798.000","85,681","6,098.000","52,542.000","11,012","3,998.000","63,458.000",24,0.000,0.000,0,"26,464","258,798","96,717"
5581,2018,8,5399,Duck River Elec Member Corp,TN,Cooperative,Final,"10,597.000","97,019.000","64,060","5,573.000","47,659.000","11,610","1,661.000","30,448.000",11,0.000,0.000,0,"17,831","175,126","75,681"
5582,2018,8,7174,Gibson Electric Members Corp,TN,Cooperative,Final,"5,119.000","47,157.000","28,846","2,106.000","18,734.000","5,863",931.000,"15,493.000",7,0.000,0.000,0,"8,156","81,384","34,716"
5583,2018,8,7625,City of Greeneville - (TN),TN,Municipal,Final,"4,028.000","37,949.000","31,007","3,268.000","30,149.000","7,386","1,978.000","35,019.000",18,0.000,0.000,0,"9,274","103,117","38,411"
5584,2018,8,9777,Johnson City - (TN),TN,Municipal,Final,"9,225.000","81,068.000","67,375","7,456.000","71,452.000","11,124",824.000,"12,145.000",14,0.000,0.000,0,"17,505","164,665","78,513"
5585,2018,8,10171,Kentucky Utilities Co,TN,Investor Owned,Final,0.346,4.575,3,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,5,3
5586,2018,8,10331,Kingsport Power Co,TN,Investor Owned,Final,"4,751.902","51,290.205","41,810","3,662.277","37,361.831","6,017","5,200.925","86,995.378",165,0.000,0.000,0,"13,615","175,647","47,992"
5587,2018,8,10421,Knoxville Utilities Board,TN,Municipal,Final,"23,129.000","220,947.000","181,859","22,597.000","216,639.000","24,015","3,385.000","56,492.000",29,0.000,0.000,0,"49,111","494,078","205,903"
5588,2018,8,10906,City of Lenoir - (TN),TN,Municipal,Final,"9,142.000","88,833.000","53,496","7,460.000","72,261.000","12,920",313.000,"4,488.000",6,0.000,0.000,0,"16,915","165,582","66,422"
5589,2018,8,12293,City of Memphis - (TN),TN,Municipal,Final,"61,533.496","636,231.005","375,360","62,423.190","632,387.226","44,172","9,756.659","164,906.084",121,0.000,0.000,0,"133,713","1,433,524","419,653"
5590,2018,8,12470,Middle Tennessee E M C,TN,Cooperative,Final,"33,710.000","341,596.000","197,337","22,302.000","226,645.000","29,085","3,239.000","59,685.000",27,0.000,0.000,0,"59,251","627,926","226,449"
5591,2018,8,13216,Nashville Electric Service,TN,Municipal,Final,"57,498.000","484,420.000","364,089","63,313.000","596,109.000","43,262","6,293.000","96,888.000",62,0.000,0.000,0,"127,104","1,177,417","407,413"
5592,2018,8,17564,South Kentucky Rural E C C,TN,Cooperative,Final,14.120,126.017,160,6.581,55.993,29,6.593,51.314,3,0.000,0.000,0,27,233,192
5593,2018,8,17694,Southwest Tennessee E M C,TN,Cooperative,Final,"8,620.000","76,540.000","42,329","2,936.000","23,117.000","7,933",154.000,"2,351.000",1,0.000,0.000,0,"11,710","102,008","50,263"
5594,2018,8,18642,Tennessee Valley Authority,TN,Federal,Final,0.000,0.000,0,"2,379.000","31,280.000",6,"23,792.000","506,829.000",18,0.000,0.000,0,"26,171","538,109",24
5595,2018,8,19574,Upper Cumberland E M C,TN,Cooperative,Final,"6,103.000","54,907.000","42,527","3,342.000","28,811.000","7,719",826.000,"12,968.000",9,0.000,0.000,0,"10,271","96,686","50,255"
5596,2018,8,19898,Volunteer Electric Coop,TN,Cooperative,Final,"13,617.000","123,528.000","97,206","6,537.000","58,731.000","19,716","1,512.000","25,553.000",12,0.000,0.000,0,"21,666","207,812","116,934"
5597,2018,8,88888,Total EPM,TN,,Final,"463,689.420","4,275,486.653","2,900,395","376,779.849","3,549,904.578","494,049","113,578.104","1,981,264.913","1,017",0.000,0.000,0,"954,047","9,806,656","3,395,461"
5598,2018,8,0,Adjustment 2018,TX,,Final,"1,741,012.098","15,438,325.158","9,409,412","972,155.278","11,954,248.063","1,336,368","538,053.239","9,374,328.594","119,613","1,412.804","17,644.000",3,"3,252,633","36,784,546","10,865,396"
5599,2018,8,5701,El Paso Electric Co,TX,Investor Owned,Final,"33,892.000","282,322.000","288,133","31,483.000","314,620.000","36,156","4,811.000","89,836.000",40,0.000,0.000,0,"70,186","686,778","324,329"
5600,2018,8,13830,Nueces Electric Cooperative,TX,Cooperative,Final,"3,372.768","24,963.265","15,459",740.037,"6,147.021","1,983","3,164.847","55,054.647",27,0.000,0.000,0,"7,278","86,165","17,469"
5601,2018,8,16604,City of San Antonio - (TX),TX,Municipal,Final,"134,010.399","1,150,038.541","746,054","107,516.245","1,138,893.788","88,315","5,358.348","64,372.937",49,0.000,0.000,0,"246,885","2,353,305","834,418"
5602,2018,8,17698,Southwestern Electric Power Co,TX,Investor Owned,Final,"26,550.000","242,447.000","150,460","18,808.000","229,819.000","30,993","15,607.000","242,158.000","4,213",0.000,0.000,0,"60,965","714,424","185,666"
5603,2018,8,17718,Southwestern Public Service Co,TX,Investor Owned,Final,"29,925.033","271,859.000","212,398","27,342.326","365,930.000","57,898","31,013.706","720,981.000",147,0.000,0.000,0,"88,281","1,358,770","270,443"
5604,2018,8,55937,Entergy Texas Inc.,TX,Investor Owned,Final,"69,025.586","670,686.463","397,738","36,156.057","484,778.367","51,318","35,840.554","725,700.992","5,981",0.000,0.000,0,"141,022","1,881,166","455,037"
5605,2018,8,57313,SolarCity Corporation,TX,Behind the Meter,Final,799.300,"7,452.980","7,115",209.991,"2,452.226","1,271",0.000,0.000,0,0.000,0.000,0,"1,009","9,905","8,386"
5606,2018,8,59579,Sunnova,TX,Behind the Meter,Final,48.042,525.242,418,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,48,525,418
5607,2018,8,59647,Sunrun Inc.,TX,Behind the Meter,Final,51.240,419.144,436,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,51,419,436
5608,2018,8,60981,"TerraForm US Energy Services, LLC",TX,Behind the Meter,Final,0.000,0.000,0,8.100,126.320,4,0.000,0.000,0,0.000,0.000,0,8,126,4
5609,2018,8,88888,Total EPM,TX,,Final,"2,038,686.466","18,089,038.793","11,227,623","1,194,419.034","14,497,014.785","1,604,306","633,848.694","11,272,432.170","130,070","1,412.804","17,644.000",3,"3,868,367","43,876,130","12,962,002"
5610,2018,8,0,Adjustment 2018,UT,,Final,"17,425.075","184,786.108","153,376","12,482.455","134,612.322","20,383","2,474.933","36,404.870",291,0.002,0.019,0,"32,382","355,803","174,050"
5611,2018,8,2010,City of Bountiful,UT,Municipal,Final,"2,133.000","21,408.000","15,620",887.000,"10,017.000","1,402",182.000,"2,764.000",1,0.000,0.000,0,"3,202","34,189","17,023"
5612,2018,8,11135,City of Logan - (UT),UT,Municipal,Final,"1,215.000","11,378.000","18,640","1,794.000","21,324.000","2,438",615.000,"8,892.000",7,0.000,0.000,0,"3,624","41,594","21,085"
5613,2018,8,12866,Moon Lake Electric Assn Inc,UT,Cooperative,Final,936.597,"11,893.025","12,635","2,804.276","32,441.682","3,683",493.703,"7,527.052",920,0.000,0.000,0,"4,235","51,862","17,238"
5614,2018,8,13073,"Mt Wheeler Power, Inc",UT,Cooperative,Final,13.351,145.680,216,18.073,208.530,137,91.010,"1,598.192",75,0.000,0.000,0,122,"1,952",428
5615,2018,8,13314,Navajo Tribal Utility Authority,UT,State,Final,94.280,838.967,"1,526",125.438,"1,651.138",120,"1,314.420","22,866.321",1,0.000,0.000,0,"1,534","25,356","1,647"
5616,2018,8,14354,PacifiCorp,UT,Investor Owned,Final,"90,506.049","796,093.328","818,036","72,074.651","873,032.941","90,731","52,773.236","769,964.011","8,110",453.668,"4,331.728",1,"215,808","2,443,422","916,878"
5617,2018,8,15444,Provo City Corp,UT,Municipal,Final,"3,343.000","31,461.000","32,677","3,481.000","40,371.000","4,427",854.000,"13,574.000",1,0.000,0.000,0,"7,678","85,406","37,105"
5618,2018,8,17845,City of Springville - (UT),UT,Municipal,Final,"1,276.802","12,005.814","10,650","1,048.918","10,107.662","1,169",529.580,"6,607.904",2,0.000,0.000,0,"2,855","28,721","11,821"
5619,2018,8,17874,City of St George,UT,Municipal,Final,"3,681.875","41,821.992","25,281","3,513.660","39,369.190","5,060",0.000,0.000,0,0.000,0.000,0,"7,196","81,191","30,341"
5620,2018,8,18206,Strawberry Electric Serv Dist,UT,Political Subdivision,Final,467.324,"4,580.098","3,295",138.935,"1,316.298",467,89.365,"1,047.625",59,0.000,0.000,0,696,"6,944","3,821"
5621,2018,8,20332,Wells Rural Electric Co,UT,Cooperative,Final,43.000,350.000,506,101.000,"1,139.000",205,52.000,699.000,4,0.000,0.000,0,196,"2,188",715
5622,2018,8,22814,Raft Rural Elec Coop Inc,UT,Cooperative,Final,25.015,226.470,358,13.434,182.320,62,257.915,"6,060.886",289,0.000,0.000,0,296,"6,470",709
5623,2018,8,27000,WAPA-- Western Area Power Administration,UT,Federal,Final,0.000,0.000,0,139.245,"4,369.509",5,12.287,599.197,1,0.000,0.000,0,152,"4,969",6
5624,2018,8,57313,SolarCity Corporation,UT,Behind the Meter,Final,0.000,0.000,0,13.810,228.362,4,0.000,0.000,0,0.000,0.000,0,14,228,4
5625,2018,8,59624,"Vivint Solar, Inc.",UT,Behind the Meter,Final,57.483,721.292,823,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,57,721,823
5626,2018,8,88888,Total EPM,UT,,Final,"121,217.851","1,117,709.774","1,093,639","98,635.895","1,170,370.954","130,293","59,739.449","878,605.058","9,761",453.670,"4,331.747",1,"280,047","3,171,018","1,233,694"
5627,2018,8,0,Adjustment 2018,VA,,Final,"87,500.963","692,461.964","469,980","35,956.209","364,139.742","58,614","23,266.077","314,573.876",533,0.003,0.000,0,"146,723","1,371,176","529,127"
5628,2018,8,84,A & N Electric Coop,VA,Cooperative,Final,"3,838.610","33,039.855","31,404","1,879.876","17,971.480","4,140","1,506.357","18,451.750",8,0.000,0.000,0,"7,225","69,463","35,552"
5629,2018,8,733,Appalachian Power Co,VA,Investor Owned,Final,"55,584.000","493,809.000","451,868","30,951.000","355,989.000","77,635","28,373.000","435,392.000","1,891",0.000,0.000,0,"114,908","1,285,190","531,394"
5630,2018,8,10171,Kentucky Utilities Co,VA,Investor Owned,Final,"2,527.408","23,489.133","23,283","2,139.879","22,177.160","4,539",781.754,"8,821.974",70,0.000,0.000,0,"5,449","54,488","27,892"
5631,2018,8,17066,Shenandoah Valley Elec Coop,VA,Cooperative,Final,"10,709.436","95,495.447","79,929","4,908.157","48,652.546","15,020","5,150.174","70,648.928",94,0.000,0.000,0,"20,768","214,797","95,043"
5632,2018,8,19876,Virginia Electric & Power Co,VA,Investor Owned,Final,"364,802.377","2,945,490.000","2,223,648","326,834.537","4,011,708.000","258,936","41,985.685","624,118.000",593,"1,576.432","19,634.000",1,"735,199","7,600,950","2,483,178"
5633,2018,8,19882,Virginia Tech Electric Service,VA,State,Final,449.535,"3,730.414","6,178","2,398.767","25,580.967","1,136",79.225,"1,007.420",5,0.000,0.000,0,"2,928","30,319","7,319"
5634,2018,8,40228,Rappahannock Electric Coop,VA,Cooperative,Final,"25,010.000","198,124.000","150,668","3,698.000","32,515.000","11,800","9,008.000","114,815.000",546,0.000,0.000,0,"37,716","345,454","163,014"
5635,2018,8,57313,SolarCity Corporation,VA,Behind the Meter,Final,1.889,32.000,66,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,32,66
5636,2018,8,88888,Total EPM,VA,,Final,"550,424.218","4,485,671.813","3,437,024","408,766.425","4,878,733.895","431,820","110,150.272","1,587,828.948","3,740","1,576.435","19,634.000",1,"1,070,917","10,971,869","3,872,585"
5637,2018,8,0,Adjustment 2018,VT,,Final,"4,824.179","26,376.842","39,507","2,659.363","15,891.396","5,833",958.814,"6,776.174",113,0.000,0.000,0,"8,442","49,044","45,453"
5638,2018,8,2548,City of Burlington Electric - (VT),VT,Municipal,Final,"1,283.000","8,344.000","17,349","2,451.000","18,043.000","3,879",835.000,"6,762.000",9,0.000,0.000,0,"4,569","33,149","21,237"
5639,2018,8,7601,Green Mountain Power Corp,VT,Investor Owned,Final,"24,506.000","136,468.000","222,962","21,646.000","143,937.000","43,029","10,437.000","101,541.000",67,0.000,0.000,0,"56,589","381,946","266,058"
5640,2018,8,19791,"Vermont Electric Cooperative, Inc",VT,Cooperative,Final,"3,855.886","20,438.697","34,706","1,912.241","12,532.359","4,614",923.058,"8,375.016",15,0.000,0.000,0,"6,691","41,346","39,335"
5641,2018,8,57313,SolarCity Corporation,VT,Behind the Meter,Final,163.875,"1,079.119","1,518",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,164,"1,079","1,518"
5642,2018,8,59580,"SunPower Capital, LLC",VT,Behind the Meter,Final,25.119,227.068,295,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,25,227,295
5643,2018,8,59647,Sunrun Inc.,VT,Behind the Meter,Final,12.827,69.692,125,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,13,70,125
5644,2018,8,59738,"SunPower Capital Services, LLC",VT,Behind the Meter,Final,9.817,62.260,93,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,10,62,93
5645,2018,8,60025,Greenbacker Renewable Energy Corporation,VT,Behind the Meter,Final,0.000,0.000,0,95.499,543.120,6,0.000,0.000,0,0.000,0.000,0,95,543,6
5646,2018,8,88888,Total EPM,VT,,Final,"34,680.703","193,065.678","316,555","28,764.103","190,946.875","57,361","13,153.872","123,454.190",204,0.000,0.000,0,"76,599","507,467","374,120"
5647,2018,8,0,Adjustment 2018,WA,,Final,"64,376.176","717,269.005","614,957","37,376.726","558,893.736","84,007","43,094.446","891,078.566","14,826",-3.102,-37.710,0,"144,844","2,167,204","713,790"
5648,2018,8,1738,Bonneville Power Administration,WA,Federal,Final,0.000,0.000,0,"2,639.011","60,850.745",7,"4,020.710","346,895.384",3,0.000,0.000,0,"6,660","407,746",10
5649,2018,8,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,Final,"16,277.000","171,948.000","188,645","8,798.000","123,536.000","18,098","3,586.000","68,419.000",29,0.000,0.000,0,"28,661","363,903","206,772"
5650,2018,8,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,Final,"4,151.000","44,787.000","44,626","2,860.000","33,391.000","5,824","21,852.000","327,142.000",312,0.000,0.000,0,"28,863","405,320","50,762"
5651,2018,8,10454,Kootenai Electric Cooperative,WA,Cooperative,Final,15.190,170.141,73,3.045,39.412,1,0.019,0.015,1,0.000,0.000,0,18,210,75
5652,2018,8,14354,PacifiCorp,WA,Investor Owned,Final,"11,150.487","125,782.708","109,512","12,430.998","145,091.670","16,462","6,876.786","96,501.947","5,549",0.000,0.000,0,"30,458","367,376","131,523"
5653,2018,8,15500,Puget Sound Energy Inc,WA,Investor Owned,Final,"74,388.772","693,879.888","1,011,180","75,943.267","767,565.801","136,252","8,921.052","98,941.654","3,360",42.725,498.900,1,"159,296","1,560,886","1,150,793"
5654,2018,8,16868,City of Seattle - (WA),WA,Municipal,Final,"20,563.989","188,548.193","411,812","36,456.055","407,247.821","50,589","7,323.479","92,672.166",202,6.379,66.961,4,"64,350","688,535","462,607"
5655,2018,8,17470,PUD 1 of Snohomish County,WA,Political Subdivision,Final,"24,310.000","237,868.000","319,313","17,883.000","202,048.000","31,909","3,061.000","44,173.000",80,0.000,0.000,0,"45,254","484,089","351,302"
5656,2018,8,18429,City of Tacoma - (WA),WA,Municipal,Final,"11,995.967","115,229.541","171,349","2,504.781","27,014.652","18,332","13,426.637","215,002.893","2,910",4.736,55.009,1,"27,932","357,302","192,592"
5657,2018,8,20169,Avista Corp,WA,Investor Owned,Final,"21,585.660","210,283.434","226,288","20,170.386","193,047.400","25,627","6,166.461","93,500.485",901,0.000,0.000,0,"47,923","496,831","252,816"
5658,2018,8,57313,SolarCity Corporation,WA,Behind the Meter,Final,6.318,73.193,99,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,6,73,99
5659,2018,8,88888,Total EPM,WA,,Final,"248,820.559","2,505,839.103","3,097,854","217,065.269","2,518,726.237","387,108","118,328.590","2,274,327.110","28,173",50.738,583.160,6,"584,265","7,299,476","3,513,141"
5660,2018,8,0,Adjustment 2018,WI,,Final,"51,495.237","365,604.490","498,745","27,427.598","271,656.609","57,380","31,356.244","385,183.533","3,473",-0.002,0.000,0,"110,279","1,022,445","559,598"
5661,2018,8,4247,Consolidated Water Power Co,WI,Investor Owned,Final,5.254,62.622,85,10.275,140.030,16,"4,629.617","92,614.969",5,0.000,0.000,0,"4,645","92,818",106
5662,2018,8,4715,Dahlberg Light & Power Co,WI,Investor Owned,Final,783.705,"5,591.159","10,416",237.747,"1,814.699","1,196",145.695,"1,423.100",39,0.000,0.000,0,"1,167","8,829","11,651"
5663,2018,8,5574,East Central Energy,WI,Cooperative,Final,562.529,"3,032.015","4,889",86.727,604.364,304,0.000,0.000,0,0.000,0.000,0,649,"3,636","5,193"
5664,2018,8,11479,Madison Gas & Electric Co,WI,Investor Owned,Final,"14,357.000","84,384.000","133,110","25,922.000","221,276.000","20,515","1,354.000","16,485.000",37,0.000,0.000,0,"41,633","322,145","153,662"
5665,2018,8,13697,North Central Power Co Inc,WI,Investor Owned,Final,299.205,"2,060.656","4,663",92.097,702.185,457,30.071,333.862,5,0.000,0.000,0,421,"3,097","5,125"
5666,2018,8,13780,Northern States Power Co,WI,Investor Owned,Final,"24,594.805","181,988.215","210,556","28,305.139","286,984.026","39,736","14,048.454","175,501.202",123,0.000,0.000,0,"66,948","644,473","250,415"
5667,2018,8,13815,Northwestern Wisconsin Elec Co,WI,Investor Owned,Final,"1,053.977","7,558.663","11,461",537.418,"4,745.882","1,701",341.637,"3,996.879",25,0.000,0.000,0,"1,933","16,301","13,187"
5668,2018,8,15086,Pioneer Power and Light Co,WI,Investor Owned,Final,143.000,927.000,"1,941",40.000,158.000,258,37.000,136.000,28,0.000,0.000,0,220,"1,221","2,227"
5669,2018,8,18336,Superior Water and Light Co,WI,Investor Owned,Final,769.316,"7,109.271","12,691",898.011,"11,089.715","2,079","2,712.576","44,997.545",118,0.000,0.000,0,"4,380","63,197","14,888"
5670,2018,8,20847,Wisconsin Electric Power Co,WI,Investor Owned,Final,"124,433.637","845,253.286","1,012,455","99,542.832","870,967.968","117,394","55,139.779","695,471.403",650,2.520,17.600,1,"279,119","2,411,710","1,130,500"
5671,2018,8,20856,Wisconsin Power & Light Co,WI,Investor Owned,Final,"47,088.000","365,811.000","411,574","25,456.000","234,026.000","59,921","38,372.000","484,819.000","1,125",0.000,0.000,0,"110,916","1,084,656","472,620"
5672,2018,8,20860,Wisconsin Public Service Corp,WI,Investor Owned,Final,"37,083.513","294,098.193","390,463","37,294.848","382,470.469","53,911","24,514.716","367,316.959",187,0.000,0.000,0,"98,893","1,043,886","444,561"
5673,2018,8,40036,Westfield Electric Company,WI,Investor Owned,Final,64.000,347.000,624,58.000,371.000,141,80.000,371.000,141,0.000,0.000,0,202,"1,089",906
5674,2018,8,61098,Longroad Energy,WI,Behind the Meter,Final,0.000,0.000,0,4.180,54.290,3,0.000,0.000,0,0.000,0.000,0,4,54,3
5675,2018,8,61823,"Greenskies Renewable Energy, LLC",WI,,Final,0.000,0.000,0,46.100,905.600,1,0.000,0.000,0,0.000,0.000,0,46,906,1
5676,2018,8,88888,Total EPM,WI,,Final,"302,733.178","2,163,827.570","2,703,673","245,958.972","2,287,966.837","355,013","172,761.789","2,268,650.452","5,956",2.518,17.600,1,"721,456","6,720,462","3,064,643"
5677,2018,8,0,Adjustment 2018,WV,,Final,"1,614.328","9,507.065","9,351",759.330,"4,943.559","1,422",151.455,"2,001.365",114,0.000,0.000,0,"2,525","16,452","10,887"
